1,0,250,0,250,-600,-540
2,250,500,0,250,-600,-540
3,500,750,0,250,-600,-540
4,750,1000,0,250,-600,-540
5,1000,1250,0,250,-600,-540
6,1250,1500,0,250,-600,-540
7,1500,1750,0,250,-600,-540
8,1750,2000,0,250,-600,-540
9,2000,2250,0,250,-600,-540
10,2250,2500,0,250,-600,-540
11,2500,2750,0,250,-600,-540
12,2750,3000,0,250,-600,-540
13,3000,3250,0,250,-600,-540
14,3250,3500,0,250,-600,-540
15,3500,3750,0,250,-600,-540
16,3750,4000,0,250,-600,-540
17,4000,4250,0,250,-600,-540
18,4250,4500,0,250,-600,-540
19,4500,4750,0,250,-600,-540
20,4750,5000,0,250,-600,-540
21,0,250,250,500,-600,-540
22,250,500,250,500,-600,-540
23,500,750,250,500,-600,-540
24,750,1000,250,500,-600,-540
25,1000,1250,250,500,-600,-540
26,1250,1500,250,500,-600,-540
27,1500,1750,250,500,-600,-540
28,1750,2000,250,500,-600,-540
29,2000,2250,250,500,-600,-540
30,2250,2500,250,500,-600,-540
31,2500,2750,250,500,-600,-540
32,2750,3000,250,500,-600,-540
33,3000,3250,250,500,-600,-540
34,3250,3500,250,500,-600,-540
35,3500,3750,250,500,-600,-540
36,3750,4000,250,500,-600,-540
37,4000,4250,250,500,-600,-540
38,4250,4500,250,500,-600,-540
39,4500,4750,250,500,-600,-540
40,4750,5000,250,500,-600,-540
41,0,250,500,750,-600,-540
42,250,500,500,750,-600,-540
43,500,750,500,750,-600,-540
44,750,1000,500,750,-600,-540
45,1000,1250,500,750,-600,-540
46,1250,1500,500,750,-600,-540
47,1500,1750,500,750,-600,-540
48,1750,2000,500,750,-600,-540
49,2000,2250,500,750,-600,-540
50,2250,2500,500,750,-600,-540
51,2500,2750,500,750,-600,-540
52,2750,3000,500,750,-600,-540
53,3000,3250,500,750,-600,-540
54,3250,3500,500,750,-600,-540
55,3500,3750,500,750,-600,-540
56,3750,4000,500,750,-600,-540
57,4000,4250,500,750,-600,-540
58,4250,4500,500,750,-600,-540
59,4500,4750,500,750,-600,-540
60,4750,5000,500,750,-600,-540
61,0,250,750,1000,-600,-540
62,250,500,750,1000,-600,-540
63,500,750,750,1000,-600,-540
64,750,1000,750,1000,-600,-540
65,1000,1250,750,1000,-600,-540
66,1250,1500,750,1000,-600,-540
67,1500,1750,750,1000,-600,-540
68,1750,2000,750,1000,-600,-540
69,2000,2250,750,1000,-600,-540
70,2250,2500,750,1000,-600,-540
71,2500,2750,750,1000,-600,-540
72,2750,3000,750,1000,-600,-540
73,3000,3250,750,1000,-600,-540
74,3250,3500,750,1000,-600,-540
75,3500,3750,750,1000,-600,-540
76,3750,4000,750,1000,-600,-540
77,4000,4250,750,1000,-600,-540
78,4250,4500,750,1000,-600,-540
79,4500,4750,750,1000,-600,-540
80,4750,5000,750,1000,-600,-540
81,0,250,1000,1250,-600,-540
82,250,500,1000,1250,-600,-540
83,500,750,1000,1250,-600,-540
84,750,1000,1000,1250,-600,-540
85,1000,1250,1000,1250,-600,-540
86,1250,1500,1000,1250,-600,-540
87,1500,1750,1000,1250,-600,-540
88,1750,2000,1000,1250,-600,-540
89,2000,2250,1000,1250,-600,-540
90,2250,2500,1000,1250,-600,-540
91,2500,2750,1000,1250,-600,-540
92,2750,3000,1000,1250,-600,-540
93,3000,3250,1000,1250,-600,-540
94,3250,3500,1000,1250,-600,-540
95,3500,3750,1000,1250,-600,-540
96,3750,4000,1000,1250,-600,-540
97,4000,4250,1000,1250,-600,-540
98,4250,4500,1000,1250,-600,-540
99,4500,4750,1000,1250,-600,-540
100,4750,5000,1000,1250,-600,-540
101,0,250,1250,1500,-600,-540
102,250,500,1250,1500,-600,-540
103,500,750,1250,1500,-600,-540
104,750,1000,1250,1500,-600,-540
105,1000,1250,1250,1500,-600,-540
106,1250,1500,1250,1500,-600,-540
107,1500,1750,1250,1500,-600,-540
108,1750,2000,1250,1500,-600,-540
109,2000,2250,1250,1500,-600,-540
110,2250,2500,1250,1500,-600,-540
111,2500,2750,1250,1500,-600,-540
112,2750,3000,1250,1500,-600,-540
113,3000,3250,1250,1500,-600,-540
114,3250,3500,1250,1500,-600,-540
115,3500,3750,1250,1500,-600,-540
116,3750,4000,1250,1500,-600,-540
117,4000,4250,1250,1500,-600,-540
118,4250,4500,1250,1500,-600,-540
119,4500,4750,1250,1500,-600,-540
120,4750,5000,1250,1500,-600,-540
121,0,250,1500,1750,-600,-540
122,250,500,1500,1750,-600,-540
123,500,750,1500,1750,-600,-540
124,750,1000,1500,1750,-600,-540
125,1000,1250,1500,1750,-600,-540
126,1250,1500,1500,1750,-600,-540
127,1500,1750,1500,1750,-600,-540
128,1750,2000,1500,1750,-600,-540
129,2000,2250,1500,1750,-600,-540
130,2250,2500,1500,1750,-600,-540
131,2500,2750,1500,1750,-600,-540
132,2750,3000,1500,1750,-600,-540
133,3000,3250,1500,1750,-600,-540
134,3250,3500,1500,1750,-600,-540
135,3500,3750,1500,1750,-600,-540
136,3750,4000,1500,1750,-600,-540
137,4000,4250,1500,1750,-600,-540
138,4250,4500,1500,1750,-600,-540
139,4500,4750,1500,1750,-600,-540
140,4750,5000,1500,1750,-600,-540
141,0,250,1750,2000,-600,-540
142,250,500,1750,2000,-600,-540
143,500,750,1750,2000,-600,-540
144,750,1000,1750,2000,-600,-540
145,1000,1250,1750,2000,-600,-540
146,1250,1500,1750,2000,-600,-540
147,1500,1750,1750,2000,-600,-540
148,1750,2000,1750,2000,-600,-540
149,2000,2250,1750,2000,-600,-540
150,2250,2500,1750,2000,-600,-540
151,2500,2750,1750,2000,-600,-540
152,2750,3000,1750,2000,-600,-540
153,3000,3250,1750,2000,-600,-540
154,3250,3500,1750,2000,-600,-540
155,3500,3750,1750,2000,-600,-540
156,3750,4000,1750,2000,-600,-540
157,4000,4250,1750,2000,-600,-540
158,4250,4500,1750,2000,-600,-540
159,4500,4750,1750,2000,-600,-540
160,4750,5000,1750,2000,-600,-540
161,0,250,2000,2250,-600,-540
162,250,500,2000,2250,-600,-540
163,500,750,2000,2250,-600,-540
164,750,1000,2000,2250,-600,-540
165,1000,1250,2000,2250,-600,-540
166,1250,1500,2000,2250,-600,-540
167,1500,1750,2000,2250,-600,-540
168,1750,2000,2000,2250,-600,-540
169,2000,2250,2000,2250,-600,-540
170,2250,2500,2000,2250,-600,-540
171,2500,2750,2000,2250,-600,-540
172,2750,3000,2000,2250,-600,-540
173,3000,3250,2000,2250,-600,-540
174,3250,3500,2000,2250,-600,-540
175,3500,3750,2000,2250,-600,-540
176,3750,4000,2000,2250,-600,-540
177,4000,4250,2000,2250,-600,-540
178,4250,4500,2000,2250,-600,-540
179,4500,4750,2000,2250,-600,-540
180,4750,5000,2000,2250,-600,-540
181,0,250,2250,2500,-600,-540
182,250,500,2250,2500,-600,-540
183,500,750,2250,2500,-600,-540
184,750,1000,2250,2500,-600,-540
185,1000,1250,2250,2500,-600,-540
186,1250,1500,2250,2500,-600,-540
187,1500,1750,2250,2500,-600,-540
188,1750,2000,2250,2500,-600,-540
189,2000,2250,2250,2500,-600,-540
190,2250,2500,2250,2500,-600,-540
191,2500,2750,2250,2500,-600,-540
192,2750,3000,2250,2500,-600,-540
193,3000,3250,2250,2500,-600,-540
194,3250,3500,2250,2500,-600,-540
195,3500,3750,2250,2500,-600,-540
196,3750,4000,2250,2500,-600,-540
197,4000,4250,2250,2500,-600,-540
198,4250,4500,2250,2500,-600,-540
199,4500,4750,2250,2500,-600,-540
200,4750,5000,2250,2500,-600,-540
201,0,250,2500,2750,-600,-540
202,250,500,2500,2750,-600,-540
203,500,750,2500,2750,-600,-540
204,750,1000,2500,2750,-600,-540
205,1000,1250,2500,2750,-600,-540
206,1250,1500,2500,2750,-600,-540
207,1500,1750,2500,2750,-600,-540
208,1750,2000,2500,2750,-600,-540
209,2000,2250,2500,2750,-600,-540
210,2250,2500,2500,2750,-600,-540
211,2500,2750,2500,2750,-600,-540
212,2750,3000,2500,2750,-600,-540
213,3000,3250,2500,2750,-600,-540
214,3250,3500,2500,2750,-600,-540
215,3500,3750,2500,2750,-600,-540
216,3750,4000,2500,2750,-600,-540
217,4000,4250,2500,2750,-600,-540
218,4250,4500,2500,2750,-600,-540
219,4500,4750,2500,2750,-600,-540
220,4750,5000,2500,2750,-600,-540
221,0,250,2750,3000,-600,-540
222,250,500,2750,3000,-600,-540
223,500,750,2750,3000,-600,-540
224,750,1000,2750,3000,-600,-540
225,1000,1250,2750,3000,-600,-540
